===========================================================
 Line      YEAR     MONTH    DAY    HOUR    MIN    TEMP       
279730     2021       7      15       6      9     15
279731     2021       7      15       6     10     15
279732     2021       7      15       6     11     15
279733     2021       7      15       6     12     15
279734     2021       7      15       6     13     15
279735     2021       7      15       6     14     15
279736     2021       7      15       6     15     15
279737     2021       7      15       6     16     15
279738     2021       7      15       6     17     15
279739     2021       7      15       6     18     15
279740     2021       7      15       6     19     15
279741     2021       7      15       6     20     15
279742     2021       7      15       6     21     15
279743     2021       7      15       6     22     15
279744     2021       7      15       6     23     15
279745     2021       7      15       6     24     15
279746     2021       7      15       6     25     15
279747     2021       7      15       6     26     15
279748     2021       7      15       6     27     15
279749     2021       7      15       6     28     15
279750     2021       7      15       6     29     15
279751     2021       7      15       6     30     15
279752     2021       7      15       6     31     15
279753     2021       7      15       6     32     15
279754     2021       7      15       6     33     15
279755     2021       7      15       6     34     15
279756     2021       7      15       6     35     15
279757     2021       7      15       6     36     15
279758     2021       7      15       6     37     15
279759     2021       7      15       6     38     15
279760     2021       7      15       6     39     15
279761     2021       7      15       6     40     15
279762     2021       7      15       6     41     15
279763     2021       7      15       6     42     15
279764     2021       7      15       6     43     15
279765     2021       7      15       6     44     15
279766     2021       7      15       6     45     15
279767     2021       7      15       6     46     15
279768     2021       7      15       6     47     15
279769     2021       7      15       6     48     15
279770     2021       7      15       6     49     15
279771     2021       7      15       6     50     15
279772     2021       7      15       6     51     15
279773     2021       7      15       6     52     15
279774     2021       7      15       6     53     15
279775     2021       7      15       6     54     15
279776     2021       7      15       6     55     15
279777     2021       7      15       6     56     15
279778     2021       7      15       6     57     15
279779     2021       7      15       6     58     15
279780     2021       7      15       6     59     15
279781     2021       7      15       7      0     15
279782     2021       7      15       7      1     15
279783     2021       7      15       7      2     15
279784     2021       7      15       7      3     15
279785     2021       7      15       7      4     15
279786     2021       7      15       7      5     15
279787     2021       7      15       7      6     15
279788     2021       7      15       7      7     15
279789     2021       7      15       7      8     15
279790     2021       7      15       7      9     15
279791     2021       7      15       7     10     15
279792     2021       7      15       7     11     15
279793     2021       7      15       7     12     15
279794     2021       7      15       7     13     15
279795     2021       7      15       7     14     15
279796     2021       7      15       7     15     15
279797     2021       7      15       7     16     15
279798     2021       7      15       7     17     15
279799     2021       7      15       7     18     15
279800     2021       7      15       7     19     15
279801     2021       7      15       7     20     15
279802     2021       7      15       7     21     15
279803     2021       7      15       7     22     15
279804     2021       7      15       7     23     15
279805     2021       7      15       7     24     15
279806     2021       7      15       7     25     15
279807     2021       7      15       7     26     15
279808     2021       7      15       7     27     15
279809     2021       7      15       7     28     15
279810     2021       7      15       7     29     15
279811     2021       7      15       7     30     15
279812     2021       7      15       7     31     15
279813     2021       7      15       7     32     15
279814     2021       7      15       7     33     15
279815     2021       7      15       7     34     15
279816     2021       7      15       7     35     15
279817     2021       7      15       7     36     15
279818     2021       7      15       7     37     15
279819     2021       7      15       7     38     15
279820     2021       7      15       7     39     15
279821     2021       7      15       7     40     15
279822     2021       7      15       7     41     15
279823     2021       7      15       7     42     15
279824     2021       7      15       7     43     15
279825     2021       7      15       7     44     15
279826     2021       7      15       7     45     15
279827     2021       7      15       7     46     15
279828     2021       7      15       7     47     15
279829     2021       7      15       7     48     15
279830     2021       7      15       7     49     15
279831     2021       7      15       7     50     15
279832     2021       7      15       7     51     15
279833     2021       7      15       7     52     15
279834     2021       7      15       7     53     15
279835     2021       7      15       7     54     15
279836     2021       7      15       7     55     15
279837     2021       7      15       7     56     15
279838     2021       7      15       7     57     15
279839     2021       7      15       7     58     15
279840     2021       7      15       7     59     15
279841     2021       7      15       8      0     15
279842     2021       7      15       8      1     15
279843     2021       7      15       8      2     15
279844     2021       7      15       8      3     15
279845     2021       7      15       8      4     15
279846     2021       7      15       8      5     15
279847     2021       7      15       8      6     15
279848     2021       7      15       8      7     15
279849     2021       7      15       8      8     15
279850     2021       7      15       8      9     15
279851     2021       7      15       8     10     15
279852     2021       7      15       8     11     15
279853     2021       7      15       8     12     15
279854     2021       7      15       8     13     15
279855     2021       7      15       8     14     15
279856     2021       7      15       8     15     15
279857     2021       7      15       8     16     15
279858     2021       7      15       8     17     15
279859     2021       7      15       8     18     15
279860     2021       7      15       8     19     15
279861     2021       7      15       8     20     15
279862     2021       7      15       8     21     15
279863     2021       7      15       8     22     15
279864     2021       7      15       8     23     15
279865     2021       7      15       8     24     15
279866     2021       7      15       8     25     15
279867     2021       7      15       8     26     15
279868     2021       7      15       8     27     15
279869     2021       7      15       8     28     15
279870     2021       7      15       8     29     15
279871     2021       7      15       8     30     15
279872     2021       7      15       8     31     15
279873     2021       7      15       8     32     15
279874     2021       7      15       8     33     15
279875     2021       7      15       8     34     15
279876     2021       7      15       8     35     15
279877     2021       7      15       8     36     15
279878     2021       7      15       8     37     15
279879     2021       7      15       8     38     15
279880     2021       7      15       8     39     15
279881     2021       7      15       8     40     15
279882     2021       7      15       8     41     15
279883     2021       7      15       8     42     15
279884     2021       7      15       8     43     15
279885     2021       7      15       8     44     15
279886     2021       7      15       8     45     15
279887     2021       7      15       8     46     15
279888     2021       7      15       8     47     15
279889     2021       7      15       8     48     15
279890     2021       7      15       8     49     15
279891     2021       7      15       8     50     15
279892     2021       7      15       8     51     15
279893     2021       7      15       8     52     15
279894     2021       7      15       8     53     15
279895     2021       7      15       8     54     15
279896     2021       7      15       8     55     15
279897     2021       7      15       8     56     15
279898     2021       7      15       8     57     15
279899     2021       7      15       8     58     15
279900     2021       7      15       8     59     15
279901     2021       7      15       9      0     15
279902     2021       7      15       9      1     15
279903     2021       7      15       9      2     15
279904     2021       7      15       9      3     15
279905     2021       7      15       9      4     15
279906     2021       7      15       9      5     15
279907     2021       7      15       9      6     15
279908     2021       7      15       9      7     15
279909     2021       7      15       9      8     15
279910     2021       7      15       9      9     15
279911     2021       7      15       9     10     15
279912     2021       7      15       9     11     15
279913     2021       7      15       9     12     15
279914     2021       7      15       9     13     15
279915     2021       7      15       9     14     15
279916     2021       7      15       9     15     15
279917     2021       7      15       9     16     15
279918     2021       7      15       9     17     15
279919     2021       7      15       9     18     15
279920     2021       7      15       9     19     15
279921     2021       7      15       9     20     15
279922     2021       7      15       9     21     15
279923     2021       7      15       9     22     15
279924     2021       7      15       9     23     15
279925     2021       7      15       9     24     15
279926     2021       7      15       9     25     15
279927     2021       7      15       9     26     15
279928     2021       7      15       9     27     15
279929     2021       7      15       9     28     15
279930     2021       7      15       9     29     15
279931     2021       7      15       9     30     15
279932     2021       7      15       9     31     15
279933     2021       7      15       9     32     15
279934     2021       7      15       9     33     15
279935     2021       7      15       9     34     15
279936     2021       7      15       9     35     15
279937     2021       7      15       9     36     15
279938     2021       7      15       9     37     15
279939     2021       7      15       9     38     15
279940     2021       7      15       9     39     15
279941     2021       7      15       9     40     15
279942     2021       7      15       9     41     15
279943     2021       7      15       9     42     15
279944     2021       7      15       9     43     15
279945     2021       7      15       9     44     15
279946     2021       7      15       9     45     15
279947     2021       7      15       9     46     15
279948     2021       7      15       9     47     15
279949     2021       7      15       9     48     15
279950     2021       7      15       9     49     15
279951     2021       7      15       9     50     15
279952     2021       7      15       9     51     15
279953     2021       7      15       9     52     15
279954     2021       7      15       9     53     15
279955     2021       7      15       9     54     15
279956     2021       7      15       9     55     15
279957     2021       7      15       9     56     15
279958     2021       7      15       9     57     15
279959     2021       7      15       9     58     15
279960     2021       7      15       9     59     15
279961     2021       7      15      10      0     15
279962     2021       7      15      10      1     15
279963     2021       7      15      10      2     15
279964     2021       7      15      10      3     15
279965     2021       7      15      10      4     15
279966     2021       7      15      10      5     15
279967     2021       7      15      10      6     15
279968     2021       7      15      10      7     15
279969     2021       7      15      10      8     15
279970     2021       7      15      10      9     15
279971     2021       7      15      10     10     15
279972     2021       7      15      10     11     15
279973     2021       7      15      10     12     15
279974     2021       7      15      10     13     15
279975     2021       7      15      10     14     15
279976     2021       7      15      10     15     15
279977     2021       7      15      10     16     15
279978     2021       7      15      10     17     15
279979     2021       7      15      10     18     15
279980     2021       7      15      10     19     15
279981     2021       7      15      10     20     15
279982     2021       7      15      10     21     15
279983     2021       7      15      10     22     15
279984     2021       7      15      10     23     15
279985     2021       7      15      10     24     15
279986     2021       7      15      10     25     15
279987     2021       7      15      10     26     15
279988     2021       7      15      10     27     15
279989     2021       7      15      10     28     15
279990     2021       7      15      10     29     15
279991     2021       7      15      10     30     15
279992     2021       7      15      10     31     15
279993     2021       7      15      10     32     15
279994     2021       7      15      10     33     15
279995     2021       7      15      10     34     15
279996     2021       7      15      10     35     15
279997     2021       7      15      10     36     15
279998     2021       7      15      10     37     15
279999     2021       7      15      10     38     15
280000     2021       7      15      10     39     15
280001     2021       7      15      10     40     15
280002     2021       7      15      10     41     15
280003     2021       7      15      10     42     15
280004     2021       7      15      10     43     15
280005     2021       7      15      10     44     15
280006     2021       7      15      10     45     15
280007     2021       7      15      10     46     15
280008     2021       7      15      10     47     15
280009     2021       7      15      10     48     15
280010     2021       7      15      10     49     15
280011     2021       7      15      10     50     15
280012     2021       7      15      10     51     15
280013     2021       7      15      10     52     15
280014     2021       7      15      10     53     15
280015     2021       7      15      10     54     15
280016     2021       7      15      10     55     15
280017     2021       7      15      10     56     15
280018     2021       7      15      10     57     15
280019     2021       7      15      10     58     15
280020     2021       7      15      10     59     15
280021     2021       7      15      11      0     15
280022     2021       7      15      11      1     15
280023     2021       7      15      11      2     15
280024     2021       7      15      11      3     15
280025     2021       7      15      11      4     15
280026     2021       7      15      11      5     15
280027     2021       7      15      11      6     15
280028     2021       7      15      11      7     15
280029     2021       7      15      11      8     15
280030     2021       7      15      11      9     15
280031     2021       7      15      11     10     15
280032     2021       7      15      11     11     15
280033     2021       7      15      11     12     15
280034     2021       7      15      11     13     15
280035     2021       7      15      11     14     15
280036     2021       7      15      11     15     15
280037     2021       7      15      11     16     15
280038     2021       7      15      11     17     15
280039     2021       7      15      11     18     15
280040     2021       7      15      11     19     15
280041     2021       7      15      11     20     15
280042     2021       7      15      11     21     15
280043     2021       7      15      11     22     15
280044     2021       7      15      11     23     15
280045     2021       7      15      11     24     15
280046     2021       7      15      11     25     15
280047     2021       7      15      11     26     15
280048     2021       7      15      11     27     15
280049     2021       7      15      11     28     15
280050     2021       7      15      11     29     15
280051     2021       7      15      11     30     15
280052     2021       7      15      11     31     15
280053     2021       7      15      11     32     15
280054     2021       7      15      11     33     15
280055     2021       7      15      11     34     15
280056     2021       7      15      11     35     15
280057     2021       7      15      11     36     15
280058     2021       7      15      11     37     15
280059     2021       7      15      11     38     15
280060     2021       7      15      11     39     15
280061     2021       7      15      11     40     15
280062     2021       7      15      11     41     15
280063     2021       7      15      11     42     15
280064     2021       7      15      11     43     15
280065     2021       7      15      11     44     15
280066     2021       7      15      11     45     15
280067     2021       7      15      11     46     15
280068     2021       7      15      11     47     15
280069     2021       7      15      11     48     15
280070     2021       7      15      11     49     15
280071     2021       7      15      11     50     15
280072     2021       7      15      11     51     15
280073     2021       7      15      11     52     15
280074     2021       7      15      11     53     15
280075     2021       7      15      11     54     15
280076     2021       7      15      11     55     15
280077     2021       7      15      11     56     15
280078     2021       7      15      11     57     15
280079     2021       7      15      11     58     15
280080     2021       7      15      11     59     15
280081     2021       7      15      12      0     15
280082     2021       7      15      12      1     15
280083     2021       7      15      12      2     15
280084     2021       7      15      12      3     15
280085     2021       7      15      12      4     15
280086     2021       7      15      12      5     15
280087     2021       7      15      12      6     15
280088     2021       7      15      12      7     15
280089     2021       7      15      12      8     15
280090     2021       7      15      12      9     15
280091     2021       7      15      12     10     15
280092     2021       7      15      12     11     15
280093     2021       7      15      12     12     15
280094     2021       7      15      12     13     15
280095     2021       7      15      12     14     15
280096     2021       7      15      12     15     15
280097     2021       7      15      12     16     15
280098     2021       7      15      12     17     15
280099     2021       7      15      12     18     15
280100     2021       7      15      12     19     15
280101     2021       7      15      12     20     15
280102     2021       7      15      12     21     15
280103     2021       7      15      12     22     15
280104     2021       7      15      12     23     15
280105     2021       7      15      12     24     15
280106     2021       7      15      12     25     15
280107     2021       7      15      12     26     15
280108     2021       7      15      12     27     15
280109     2021       7      15      12     28     15
280110     2021       7      15      12     29     15
280111     2021       7      15      12     30     15
280112     2021       7      15      12     31     15
280113     2021       7      15      12     32     15
280114     2021       7      15      12     33     15
280115     2021       7      15      12     34     15
280116     2021       7      15      12     35     15
280117     2021       7      15      12     36     15
280118     2021       7      15      12     37     15
280119     2021       7      15      12     38     15
280120     2021       7      15      12     39     15
280121     2021       7      15      12     40     15
280122     2021       7      15      12     41     15
280123     2021       7      15      12     42     15
280124     2021       7      15      12     43     15
280125     2021       7      15      12     44     15
280126     2021       7      15      12     45     15
280127     2021       7      15      12     46     15
280128     2021       7      15      12     47     15
280129     2021       7      15      12     48     15
280130     2021       7      15      12     49     15
280131     2021       7      15      12     50     15
280132     2021       7      15      12     51     15
280133     2021       7      15      12     52     15
280134     2021       7      15      12     53     15
280135     2021       7      15      12     54     15
280136     2021       7      15      12     55     15
280137     2021       7      15      12     56     15
280138     2021       7      15      12     57     15
280139     2021       7      15      12     58     15
280140     2021       7      15      12     59     15
280141     2021       7      15      13      0     15
280142     2021       7      15      13      1     15
280143     2021       7      15      13      2     15
280144     2021       7      15      13      3     15
280145     2021       7      15      13      4     15
280146     2021       7      15      13      5     15
280147     2021       7      15      13      6     15
280148     2021       7      15      13      7     15
280149     2021       7      15      13      8     15
280150     2021       7      15      13      9     15
280151     2021       7      15      13     10     15
280152     2021       7      15      13     11     15
280153     2021       7      15      13     12     15
280154     2021       7      15      13     13     15
280155     2021       7      15      13     14     15
280156     2021       7      15      13     15     15
280157     2021       7      15      13     16     15
280158     2021       7      15      13     17     15
280159     2021       7      15      13     18     15
280160     2021       7      15      13     19     15
280161     2021       7      15      13     20     15
280162     2021       7      15      13     21     15
280163     2021       7      15      13     22     15
280164     2021       7      15      13     23     15
280165     2021       7      15      13     24     15
280166     2021       7      15      13     25     15
280167     2021       7      15      13     26     15
280168     2021       7      15      13     27     15
280169     2021       7      15      13     28     15
280170     2021       7      15      13     29     15
280171     2021       7      15      13     30     15
280172     2021       7      15      13     31     15
280173     2021       7      15      13     32     15
280174     2021       7      15      13     33     15
280175     2021       7      15      13     34     15
280176     2021       7      15      13     35     15
280177     2021       7      15      13     36     15
280178     2021       7      15      13     37     15
280179     2021       7      15      13     38     15
280180     2021       7      15      13     39     15
280181     2021       7      15      13     40     15
280182     2021       7      15      13     41     15
280183     2021       7      15      13     42     15
280184     2021       7      15      13     43     15
280185     2021       7      15      13     44     15
280186     2021       7      15      13     45     15
280187     2021       7      15      13     46     15
280188     2021       7      15      13     47     15
280189     2021       7      15      13     48     15
280190     2021       7      15      13     49     15
280191     2021       7      15      13     50     15
280192     2021       7      15      13     51     15
280193     2021       7      15      13     52     15
280194     2021       7      15      13     53     15
280195     2021       7      15      13     54     15
280196     2021       7      15      13     55     15
280197     2021       7      15      13     56     15
280198     2021       7      15      13     57     15
280199     2021       7      15      13     58     15
280200     2021       7      15      13     59     15
280201     2021       7      15      14      0     15
280202     2021       7      15      14      1     15
280203     2021       7      15      14      2     15
280204     2021       7      15      14      3     15
280205     2021       7      15      14      4     15
280206     2021       7      15      14      5     15
280207     2021       7      15      14      6     15
280208     2021       7      15      14      7     15
280209     2021       7      15      14      8     15
280210     2021       7      15      14      9     15
280211     2021       7      15      14     10     15
280212     2021       7      15      14     11     15
280213     2021       7      15      14     12     15
280214     2021       7      15      14     13     15
280215     2021       7      15      14     14     15
280216     2021       7      15      14     15     15
280217     2021       7      15      14     16     15
280218     2021       7      15      14     17     15
280219     2021       7      15      14     18     15
280220     2021       7      15      14     19     15
280221     2021       7      15      14     20     15
280222     2021       7      15      14     21     15
280223     2021       7      15      14     22     15
280224     2021       7      15      14     23     15
280225     2021       7      15      14     24     15
280226     2021       7      15      14     25     15
280227     2021       7      15      14     26     15
280228     2021       7      15      14     27     15
280229     2021       7      15      14     28     15
280230     2021       7      15      14     29     15
280231     2021       7      15      14     30     15
280232     2021       7      15      14     31     15
280233     2021       7      15      14     32     15
280234     2021       7      15      14     33     15
280235     2021       7      15      14     34     15
280236     2021       7      15      14     35     15
280237     2021       7      15      14     36     15
280238     2021       7      15      14     37     15
280239     2021       7      15      14     38     15
280240     2021       7      15      14     39     15
280241     2021       7      15      14     40     15
280242     2021       7      15      14     41     15
280243     2021       7      15      14     42     15
280244     2021       7      15      14     43     15
280245     2021       7      15      14     44     15
280246     2021       7      15      14     45     15
280247     2021       7      15      14     46     15
280248     2021       7      15      14     47     15
280249     2021       7      15      14     48     15
280250     2021       7      15      14     49     15
280251     2021       7      15      14     50     15
280252     2021       7      15      14     51     15
280253     2021       7      15      14     52     15
280254     2021       7      15      14     53     15
280255     2021       7      15      14     54     15
280256     2021       7      15      14     55     15
280257     2021       7      15      14     56     15
280258     2021       7      15      14     57     15
280259     2021       7      15      14     58     15
280260     2021       7      15      14     59     15
280261     2021       7      15      15      0     15
280262     2021       7      15      15      1     15
280263     2021       7      15      15      2     15
280264     2021       7      15      15      3     15
280265     2021       7      15      15      4     15
280266     2021       7      15      15      5     15
280267     2021       7      15      15      6     15
280268     2021       7      15      15      7     15
280269     2021       7      15      15      8     15
280270     2021       7      15      15      9     15
280271     2021       7      15      15     10     15
280272     2021       7      15      15     11     15
280273     2021       7      15      15     12     15
280274     2021       7      15      15     13     15
280275     2021       7      15      15     14     15
280276     2021       7      15      15     15     15
280277     2021       7      15      15     16     15
280278     2021       7      15      15     17     15
280279     2021       7      15      15     18     15
280280     2021       7      15      15     19     15
280281     2021       7      15      15     20     15
280282     2021       7      15      15     21     15
280283     2021       7      15      15     22     15
280284     2021       7      15      15     23     15
280285     2021       7      15      15     24     15
280286     2021       7      15      15     25     15
280287     2021       7      15      15     26     15
280288     2021       7      15      15     27     15
280289     2021       7      15      15     28     15
280290     2021       7      15      15     29     15
280291     2021       7      15      15     30     15
280292     2021       7      15      15     31     15
280293     2021       7      15      15     32     15
280294     2021       7      15      15     33     15
280295     2021       7      15      15     34     15
280296     2021       7      15      15     35     15
280297     2021       7      15      15     36     15
280298     2021       7      15      15     37     15
280299     2021       7      15      15     38     15
280300     2021       7      15      15     39     15
280301     2021       7      15      15     40     15
280302     2021       7      15      15     41     15
280303     2021       7      15      15     42     15
280304     2021       7      15      15     43     15
280305     2021       7      15      15     44     15
280306     2021       7      15      15     45     15
280307     2021       7      15      15     46     15
280308     2021       7      15      15     47     15
280309     2021       7      15      15     48     15
280310     2021       7      15      15     49     15
280311     2021       7      15      15     50     15
280312     2021       7      15      15     51     15
280313     2021       7      15      15     52     15
280314     2021       7      15      15     53     15
280315     2021       7      15      15     54     15
280316     2021       7      15      15     55     15
280317     2021       7      15      15     56     15
280318     2021       7      15      15     57     15
280319     2021       7      15      15     58     15
280320     2021       7      15      15     59     15
280321     2021       7      15      16      0     15
280322     2021       7      15      16      1     15
280323     2021       7      15      16      2     15
280324     2021       7      15      16      3     15
280325     2021       7      15      16      4     15
280326     2021       7      15      16      5     15
280327     2021       7      15      16      6     15
280328     2021       7      15      16      7     15
280329     2021       7      15      16      8     15
280330     2021       7      15      16      9     15
280331     2021       7      15      16     10     15
280332     2021       7      15      16     11     15
280333     2021       7      15      16     12     15
280334     2021       7      15      16     13     15
280335     2021       7      15      16     14     15
280336     2021       7      15      16     15     15
280337     2021       7      15      16     16     15
280338     2021       7      15      16     17     15
280339     2021       7      15      16     18     15
280340     2021       7      15      16     19     15
280341     2021       7      15      16     20     15
280342     2021       7      15      16     21     15
280343     2021       7      15      16     22     15
280344     2021       7      15      16     23     15
280345     2021       7      15      16     24     15
280346     2021       7      15      16     25     15
280347     2021       7      15      16     26     15
280348     2021       7      15      16     27     15
280349     2021       7      15      16     28     15
280350     2021       7      15      16     29     15
280351     2021       7      15      16     30     15
280352     2021       7      15      16     31     15
280353     2021       7      15      16     32     15
280354     2021       7      15      16     33     15
280355     2021       7      15      16     34     15
280356     2021       7      15      16     35     15
280357     2021       7      15      16     36     15
280358     2021       7      15      16     37     15
280359     2021       7      15      16     38     15
280360     2021       7      15      16     39     15
280361     2021       7      15      16     40     15
280362     2021       7      15      16     41     15
280363     2021       7      15      16     42     15
280364     2021       7      15      16     43     15
280365     2021       7      15      16     44     15
280366     2021       7      15      16     45     15
280367     2021       7      15      16     46     15
280368     2021       7      15      16     47     15
280369     2021       7      15      16     48     15
280370     2021       7      15      16     49     15
280371     2021       7      15      16     50     15
280372     2021       7      15      16     51     15
280373     2021       7      15      16     52     15
280374     2021       7      15      16     53     15
280375     2021       7      15      16     54     15
280376     2021       7      15      16     55     15
280377     2021       7      15      16     56     15
280378     2021       7      15      16     57     15
280379     2021       7      15      16     58     15
280380     2021       7      15      16     59     15
280381     2021       7      15      17      0     15
280382     2021       7      15      17      1     15
280383     2021       7      15      17      2     15
280384     2021       7      15      17      3     15
280385     2021       7      15      17      4     15
280386     2021       7      15      17      5     15
280387     2021       7      15      17      6     15
280388     2021       7      15      17      7     15
280389     2021       7      15      17      8     15
280390     2021       7      15      17      9     15
280391     2021       7      15      17     10     15
280392     2021       7      15      17     11     15
280393     2021       7      15      17     12     15
280394     2021       7      15      17     13     15
280395     2021       7      15      17     14     15
280396     2021       7      15      17     15     15
280397     2021       7      15      17     16     15
280398     2021       7      15      17     17     15
280399     2021       7      15      17     18     15
280400     2021       7      15      17     19     15
280401     2021       7      15      17     20     15
280402     2021       7      15      17     21     15
280403     2021       7      15      17     22     15
280404     2021       7      15      17     23     15
280405     2021       7      15      17     24     15
280406     2021       7      15      17     25     15
280407     2021       7      15      17     26     15
280408     2021       7      15      17     27     15
280409     2021       7      15      17     28     15
280410     2021       7      15      17     29     15
280411     2021       7      15      17     30     15
280412     2021       7      15      17     31     15
280413     2021       7      15      17     32     15
280414     2021       7      15      17     33     15
280415     2021       7      15      17     34     15
280416     2021       7      15      17     35     15
280417     2021       7      15      17     36     15
280418     2021       7      15      17     37     15
280419     2021       7      15      17     38     15
280420     2021       7      15      17     39     15
280421     2021       7      15      17     40     15
280422     2021       7      15      17     41     15
280423     2021       7      15      17     42     15
280424     2021       7      15      17     43     15
280425     2021       7      15      17     44     15
280426     2021       7      15      17     45     15
280427     2021       7      15      17     46     15
280428     2021       7      15      17     47     15
280429     2021       7      15      17     48     15
280430     2021       7      15      17     49     15
280431     2021       7      15      17     50     15
280432     2021       7      15      17     51     15
280433     2021       7      15      17     52     15
280434     2021       7      15      17     53     15
280435     2021       7      15      17     54     15
280436     2021       7      15      17     55     15
280437     2021       7      15      17     56     15
280438     2021       7      15      17     57     15
280439     2021       7      15      17     58     15
280440     2021       7      15      17     59     15
280441     2021       7      15      18      0     15
280442     2021       7      15      18      1     15
280443     2021       7      15      18      2     15
280444     2021       7      15      18      3     15
280445     2021       7      15      18      4     15
280446     2021       7      15      18      5     15
280447     2021       7      15      18      6     15
280448     2021       7      15      18      7     15
280449     2021       7      15      18      8     15
280450     2021       7      15      18      9     15
280451     2021       7      15      18     10     15
280452     2021       7      15      18     11     15
280453     2021       7      15      18     12     15
280454     2021       7      15      18     13     15
280455     2021       7      15      18     14     15
280456     2021       7      15      18     15     15
280457     2021       7      15      18     16     15
280458     2021       7      15      18     17     15
280459     2021       7      15      18     18     15
280460     2021       7      15      18     19     15
280461     2021       7      15      18     20     15
280462     2021       7      15      18     21     15
280463     2021       7      15      18     22     15
280464     2021       7      15      18     23     15
280465     2021       7      15      18     24     15
280466     2021       7      15      18     25     15
280467     2021       7      15      18     26     15
280468     2021       7      15      18     27     15
280469     2021       7      15      18     28     15
280470     2021       7      15      18     29     15
280471     2021       7      15      18     30     15
280472     2021       7      15      18     31     15
280473     2021       7      15      18     32     15
280474     2021       7      15      18     33     15
280475     2021       7      15      18     34     15
280476     2021       7      15      18     35     15
280477     2021       7      15      18     36     15
280478     2021       7      15      18     37     15
280479     2021       7      15      18     38     15
280480     2021       7      15      18     39     15
280481     2021       7      15      18     40     15
280482     2021       7      15      18     41     15
280483     2021       7      15      18     42     15
280484     2021       7      15      18     43     15
280485     2021       7      15      18     44     15
280486     2021       7      15      18     45     15
280487     2021       7      15      18     46     15
280488     2021       7      15      18     47     15
280489     2021       7      15      18     48     15
280490     2021       7      15      18     49     15
280491     2021       7      15      18     50     15
280492     2021       7      15      18     51     15
280493     2021       7      15      18     52     15
280494     2021       7      15      18     53     15
280495     2021       7      15      18     54     15
280496     2021       7      15      18     55     15
280497     2021       7      15      18     56     15
280498     2021       7      15      18     57     15
280499     2021       7      15      18     58     15
280500     2021       7      15      18     59     15
280501     2021       7      15      19      0     15
280502     2021       7      15      19      1     15
280503     2021       7      15      19      2     15
280504     2021       7      15      19      3     15
280505     2021       7      15      19      4     15
280506     2021       7      15      19      5     15
280507     2021       7      15      19      6     15
280508     2021       7      15      19      7     15
280509     2021       7      15      19      8     15
280510     2021       7      15      19      9     15
280511     2021       7      15      19     10     15
280512     2021       7      15      19     11     15
280513     2021       7      15      19     12     15
280514     2021       7      15      19     13     15
280515     2021       7      15      19     14     15
280516     2021       7      15      19     15     15
280517     2021       7      15      19     16     15
280518     2021       7      15      19     17     15
280519     2021       7      15      19     18     15
280520     2021       7      15      19     19     15
280521     2021       7      15      19     20     15
280522     2021       7      15      19     21     15
280523     2021       7      15      19     22     15
280524     2021       7      15      19     23     15
280525     2021       7      15      19     24     15
280526     2021       7      15      19     25     15
280527     2021       7      15      19     26     15
280528     2021       7      15      19     27     15
280529     2021       7      15      19     28     15
280530     2021       7      15      19     29     15
280531     2021       7      15      19     30     15
280532     2021       7      15      19     31     15
280533     2021       7      15      19     32     15
280534     2021       7      15      19     33     15
280535     2021       7      15      19     34     15
280536     2021       7      15      19     35     15
280537     2021       7      15      19     36     15
280538     2021       7      15      19     37     15
280539     2021       7      15      19     38     15
280540     2021       7      15      19     39     15
280541     2021       7      15      19     40     15
280542     2021       7      15      19     41     15
280543     2021       7      15      19     42     15
280544     2021       7      15      19     43     15
280545     2021       7      15      19     44     15
280546     2021       7      15      19     45     15
280547     2021       7      15      19     46     15
280548     2021       7      15      19     47     15
280549     2021       7      15      19     48     15
280550     2021       7      15      19     49     15
280551     2021       7      15      19     50     15
280552     2021       7      15      19     51     15
280553     2021       7      15      19     52     15
280554     2021       7      15      19     53     15
280555     2021       7      15      19     54     15
280556     2021       7      15      19     55     15
280557     2021       7      15      19     56     15
280558     2021       7      15      19     57     15
280559     2021       7      15      19     58     15
280560     2021       7      15      19     59     15
280561     2021       7      15      20      0     15
280562     2021       7      15      20      1     15
280563     2021       7      15      20      2     15
